,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
762,213500,KR7213500002,한솔제지,KOSPI,,11150,2,-20,-0.18,11180,11230,11150,33564,375316140,265376422400,23800576,STK
763,066790,KR7066790007,씨씨에스,KOSDAQ,중견기업부,4715,1,10,0.21,4505,5230,4275,62063453,296884456345,264158139040,56025056,KSQ
764,228670,KR7228670006,레이,KOSDAQ,우량기업부,17240,2,-980,-5.38,18220,18230,17230,260063,4553839140,263496901320,15284043,KSQ
765,451760,KR7451760003,컨텍,KOSDAQ,기술성장기업부,18050,1,290,1.63,17770,19490,17760,465989,8787885780,263337153800,14589316,KSQ
766,011500,KR7011500006,한농화성,KOSPI,,16830,1,70,0.42,16850,17090,16510,195970,3290282080,263171416860,15637042,STK
767,017890,KR7017890005,한국알콜,KOSDAQ,우량기업부,12160,2,-60,-0.49,12180,12250,12110,43862,533623530,262726041600,21605760,KSQ
768,334970,KR7334970001,프레스티지바이오로직스,KOSDAQ,기술성장기업부,4290,2,-5,-0.12,4320,4320,4255,72489,310008660,262710887010,61237969,KSQ
769,130660,KR7130660004,한전산업,KOSPI,,8040,2,-110,-1.35,8180,8190,7950,161025,1296928180,262104000000,32600000,STK
770,051360,KR7051360006,토비스,KOSDAQ,중견기업부,16070,1,100,0.63,16000,16280,15790,69568,1117281560,261411622060,16267058,KSQ
771,004360,KR7004360004,세방,KOSPI,,13510,3,0,0.0,13600,13760,13490,137126,1865791440,260860401900,19308690,STK
772,001460,KR7001460005,BYC,KOSPI,,417500,2,-12500,-2.91,430000,430000,415000,133,55734500,260776762500,624615,STK
773,018310,KR7018310003,삼목에스폼,KOSDAQ,우량기업부,17720,2,-80,-0.45,17630,17850,17630,3737,66270820,260484000000,14700000,KSQ
774,102940,KR7102940004,코오롱생명과학,KOSDAQ,중견기업부,22800,2,-200,-0.87,23100,23100,22400,10649,241054300,260201716800,11412356,KSQ
775,002900,KR7002900009,TYM,KOSPI,,5770,2,-70,-1.2,5840,5850,5740,88672,511233540,259944016120,45050956,STK
776,126600,KR7126600006,BGF에코머티리얼즈,KOSDAQ,우량기업부,4810,2,-50,-1.03,4845,4870,4785,65955,318207985,259900052750,54033275,KSQ
777,016590,KR7016590002,신대양제지,KOSPI,,6430,2,-30,-0.46,6410,6440,6380,16914,108424850,259114982600,40297820,STK
778,124500,KR7124500000,아이티센,KOSDAQ,중견기업부,11200,2,-310,-2.69,11780,11840,11130,596272,6875247940,257412702400,22983277,KSQ
779,071840,KR7071840003,롯데하이마트,KOSPI,,10870,1,100,0.93,10770,10900,10710,17215,186231050,256615829440,23607712,STK
780,121800,KR7121800007,비덴트,KOSDAQ,관리종목(소속부없음),3320,0,0,0.0,0,0,0,0,0,256309348520,77201611,KSQ
781,011760,KR7011760006,현대코퍼레이션,KOSPI,,19340,2,-120,-0.62,19460,19490,19250,10386,200717690,255848202440,13228966,STK
782,322510,KR7322510009,제이엘케이,KOSDAQ,기술성장기업부,15810,1,410,2.66,15360,16180,15250,301916,4787311620,255832866720,16181712,KSQ
783,060370,KR7060370004,LS마린솔루션,KOSDAQ,중견기업부,9830,2,-140,-1.4,9970,9990,9820,98678,975131640,254972820560,25938232,KSQ
784,020120,KR7020120002,키다리스튜디오,KOSPI,,6890,1,760,12.4,6140,7140,6140,3007814,20429099980,254866377740,36990766,STK
785,043370,KR7043370006,피에이치에이,KOSDAQ,우량기업부,12130,2,-280,-2.26,12430,12540,11950,113875,1389210070,254730000000,21000000,KSQ
786,036420,KR7036420008,콘텐트리중앙,KOSPI,,13170,2,-80,-0.6,13260,13290,13160,23744,313902650,253684596360,19262308,STK
787,016790,KR7016790008,카나리아바이오,KOSDAQ,중견기업부,1356,2,-6,-0.44,1362,1385,1334,3407151,4620697615,253560560784,186991564,KSQ
788,384470,KR7384470001,코어라인소프트,KOSDAQ,기술성장기업부,20200,1,600,3.06,19880,20850,19740,247639,5048802450,252928462200,12521211,KSQ
789,270520,KR7270520000,지오릿에너지,KOSDAQ,벤처기업부,1932,1,42,2.22,1935,1992,1903,1718315,3361918230,252364963284,130623687,KSQ
790,084990,KR7084990001,헬릭스미스,KOSDAQ,기술성장기업부,5140,1,330,6.86,4805,5600,4735,863530,4522078450,252188620760,49063934,KSQ
791,389020,KR7389020009,자람테크놀로지,KOSDAQ,기술성장기업부,40600,1,800,2.01,40000,41950,39600,129500,5294211900,251627838000,6197730,KSQ
792,271980,KR7271980005,제일약품,KOSPI,,17080,1,110,0.65,16970,17180,16950,12408,211618710,251159213760,14704872,STK
793,078160,KR7078160009,메디포스트,KOSDAQ,벤처기업부,7340,2,-60,-0.81,7450,7460,7320,9970,73308810,251158541900,34217785,KSQ
794,293480,KR7293480000,하나제약,KOSPI,,14120,1,100,0.71,14110,14140,14000,12558,176537030,250953997520,17772946,STK
795,194370,KR7194370003,제이에스코퍼레이션,KOSPI,,18810,2,-820,-4.18,19620,19620,18800,52538,998691170,250842654810,13335601,STK
796,093640,KR7093640001,케이알엠,KOSDAQ,벤처기업부,8540,1,50,0.59,8490,8560,8490,14275,121888640,249482282280,29213382,KSQ
797,032300,KR7032300006,한국파마,KOSDAQ,우량기업부,22850,2,-100,-0.44,23400,23500,22650,49619,1142711750,249218117850,10906701,KSQ
798,096760,KR7096760004,JW홀딩스,KOSPI,,3370,1,35,1.05,3340,3430,3335,76617,259844415,249127054540,73924942,STK
799,048530,KR7048530000,인트론바이오,KOSDAQ,기술성장기업부,7290,2,-60,-0.82,7300,7400,7240,49521,362582530,248959054980,34150762,KSQ
800,002810,KR7002810000,삼영무역,KOSPI,,13470,2,-410,-2.95,13920,13970,13460,15678,213724170,248749789560,18466948,STK
801,049950,KR7049950009,미래컴퍼니,KOSDAQ,우량기업부,28200,2,-600,-2.08,29200,29200,28000,120808,3437036500,248664328800,8817884,KSQ
802,024850,KR7024850000,HLB이노베이션,KOSDAQ,중견기업부,3735,1,5,0.13,3745,3950,3735,738555,2822173040,248404507785,66507231,KSQ
803,117580,KR7117580001,대성에너지,KOSPI,,9020,2,-10,-0.11,9040,9110,8990,179546,1621546090,248050000000,27500000,STK
804,083650,KR7083650002,비에이치아이,KOSDAQ,중견기업부,8010,2,-100,-1.23,8050,8150,7950,57090,459355870,247864443750,30944375,KSQ
805,211270,KR7211270004,AP위성,KOSDAQ,벤처기업부,16390,1,490,3.08,16050,16920,16000,649576,10785502090,247198962560,15082304,KSQ
806,036200,KR7036200004,유니셈,KOSDAQ,우량기업부,8060,2,-60,-0.74,8060,8170,8050,86708,701952870,247153637380,30664223,KSQ
807,131370,KR7131370009,알서포트,KOSDAQ,벤처기업부,4630,2,-145,-3.04,4745,4765,4605,773750,3605797025,246626594290,53267083,KSQ
808,052400,KR7052400009,코나아이,KOSDAQ,우량기업부,16400,2,-100,-0.61,16630,16630,16320,8582,140635810,245999983600,14999999,KSQ
809,356860,KR7356860007,티엘비,KOSDAQ,우량기업부,25000,2,-350,-1.38,25350,25500,24750,87061,2184220600,245815750000,9832630,KSQ
810,417010,KR7417010006,나노팀,KOSDAQ,벤처기업부,12830,1,50,0.39,12880,12930,12530,33615,427809420,245750028240,19154328,KSQ
811,096040,KR7096040001,이트론,KOSDAQ,투자주의환기종목(소속부없음),271,0,0,0.0,0,0,0,0,0,245561580945,906131295,KSQ
812,037710,KR7037710001,광주신세계,KOSPI,,30800,2,-50,-0.16,30850,31000,30400,51217,1559448650,245081452000,7957190,STK
813,268600,KR7268600004,셀리버리,KOSDAQ,관리종목(소속부없음),6680,0,0,0.0,0,0,0,0,0,244941204600,36667845,KSQ
814,053080,KR7053080008,케이엔솔,KOSDAQ,우량기업부,18800,2,-470,-2.44,18970,19500,18640,213730,4063485090,244396371600,12999807,KSQ
815,078070,KR7078070000,유비쿼스홀딩스,KOSDAQ,중견기업부,13070,2,-30,-0.23,13100,13100,12960,1156,15055720,244364927960,18696628,KSQ
816,063080,KR7063080006,컴투스홀딩스,KOSDAQ,중견기업부,37050,2,-100,-0.27,37300,37450,36650,15988,591663500,244351863600,6595192,KSQ
817,060570,KR7060570009,드림어스컴퍼니,KOSDAQ,중견기업부,3230,2,-70,-2.12,3290,3320,3190,177051,575095680,244257680790,75621573,KSQ
818,078020,KR7078020005,이베스트투자증권,KOSDAQ,우량기업부,4395,2,-75,-1.68,4470,4470,4380,36712,161801905,243839830050,55481190,KSQ
819,000050,KR7000050005,경방,KOSPI,,8870,2,-40,-0.45,8910,9050,8860,1066,9508560,243173444900,27415270,STK
820,334890,KR7334890001,이지스밸류리츠,KOSPI,,4725,3,0,0.0,4725,4735,4700,68024,320768790,243070391025,51443469,STK
821,029480,KR7029480001,광무,KOSDAQ,중견기업부,5070,1,335,7.07,5100,5560,4795,6363590,32754634745,242791607370,47887891,KSQ
822,019680,KR7019680008,대교,KOSPI,,2865,2,-65,-2.22,2920,2930,2805,64068,183829165,242673665250,84702850,STK
823,042420,KR7042420000,네오위즈홀딩스,KOSDAQ,우량기업부,27300,2,-250,-0.91,27900,28200,27150,10420,286885750,241792441800,8856866,KSQ
824,038290,KR7038290003,마크로젠,KOSDAQ,우량기업부,22300,2,-100,-0.45,22550,22900,22200,61983,1395926700,241763220000,10841400,KSQ
825,388720,KR7388720005,유일로보틱스,KOSDAQ,벤처기업부,27000,3,0,0.0,26800,27500,26800,33343,905135950,241321842000,8937846,KSQ
826,092230,KR7092230002,KPX홀딩스,KOSPI,,57000,3,0,0.0,57000,57700,56500,1197,68456100,240804822000,4224646,STK
827,068290,KR7068290006,삼성출판사,KOSPI,,24050,1,150,0.63,23400,24400,23400,182119,4350739950,240500000000,10000000,STK
828,007460,KR7007460009,에이프로젠,KOSPI,,908,1,3,0.33,905,911,902,754431,683247841,240472230264,264837258,STK
829,074610,KR7074610007,이엔플러스,KOSPI,,3440,2,-15,-0.43,3440,3490,3340,537778,1838192945,240266359680,69844872,STK
830,005720,KR7005720008,넥센,KOSPI,,4485,2,-30,-0.66,4465,4560,4465,28908,130732260,240144736845,53543977,STK
831,036620,KR7036620003,감성코퍼레이션,KOSDAQ,우량기업부,2640,2,-30,-1.12,2675,2675,2635,229959,608436255,239417840640,90688576,KSQ
832,123040,KR7123040008,엠에스오토텍,KOSDAQ,중견기업부,5240,2,-70,-1.32,5310,5340,5200,119588,627766660,239249371480,45658277,KSQ
833,001520,KR7001520006,동양,KOSPI,,1000,1,3,0.3,1000,1007,998,123219,123444557,238684063000,238684063,STK
834,182360,KR7182360008,큐브엔터,KOSDAQ,중견기업부,17270,2,-210,-1.2,17460,17460,17020,106749,1829659610,238406944490,13804687,KSQ
835,457550,KR7457550002,우진엔텍,KOSDAQ,중견기업부,25700,2,-1200,-4.46,27000,27050,25550,167607,4365755600,238273412300,9271339,KSQ
836,078350,KR7078350006,한양디지텍,KOSDAQ,우량기업부,15630,2,-190,-1.2,15820,15990,15550,30727,481408050,238269690660,15244382,KSQ
837,285490,KR7285490009,노바텍,KOSDAQ,벤처기업부,22450,2,-150,-0.66,22400,22700,22300,14180,318271350,237427405950,10575831,KSQ
838,102260,KR7102260007,동성케미컬,KOSPI,,4770,1,5,0.1,4780,4790,4750,26571,126752880,237020002560,49689728,STK
839,079940,KR7079940003,가비아,KOSDAQ,우량기업부,17460,1,360,2.11,16990,17550,16990,29693,515838310,236333042640,13535684,KSQ
840,396270,KR7396270001,넥스트칩,KOSDAQ,기술성장기업부,13070,2,-370,-2.75,13260,13440,13050,154612,2035390190,235921864800,18050640,KSQ
841,900290,HK0000307485,GRT,KOSDAQ,외국기업(소속부없음),3500,2,-40,-1.13,3520,3565,3450,20346,71521625,235812500000,67375000,KSQ
842,054210,KR7054210000,이랜텍,KOSDAQ,우량기업부,9310,2,-60,-0.64,9370,9420,9290,25177,235318060,235461165100,25291210,KSQ
843,205470,KR7205470008,휴마시스,KOSDAQ,우량기업부,1817,2,-25,-1.36,1846,1854,1811,645926,1179054005,235074391353,129375009,KSQ
844,015360,KR7015360001,예스코홀딩스,KOSPI,,39150,1,900,2.35,38500,40400,38400,12672,499455450,234900000000,6000000,STK
845,462520,KR7462520008,조선내화,KOSPI,,19790,1,160,0.82,19660,19860,19610,9518,187730460,234613774720,11855168,STK
846,226950,KR7226950004,올릭스,KOSDAQ,기술성장기업부,14250,1,90,0.64,14160,14250,13900,19996,280692010,234566271750,16460791,KSQ
847,230240,KR7230240004,에치에프알,KOSDAQ,우량기업부,17380,2,-60,-0.34,17460,17500,17300,30129,523761510,234439271880,13489026,KSQ
848,048870,KR7048870000,시너지이노베이션,KOSDAQ,중견기업부,2830,1,25,0.89,2800,2840,2780,80008,225300275,234064613520,82708344,KSQ
849,389260,KR7389260001,대명에너지,KOSDAQ,중견기업부,13720,2,-360,-2.56,14080,14190,13690,45421,626314370,233926000000,17050000,KSQ
850,389500,KR7389500000,에스비비테크,KOSDAQ,기술성장기업부,37800,2,-200,-0.53,37650,38250,37400,32020,1210983650,233411371200,6174904,KSQ
851,207760,KR7207760000,미스터블루,KOSDAQ,중견기업부,3120,1,460,17.29,2765,3190,2670,38998494,115319507345,233296040640,74774372,KSQ
852,298540,KR7298540006,더네이쳐홀딩스,KOSDAQ,우량기업부,15750,2,-260,-1.62,16030,16080,15740,26644,421144880,232329447000,14751076,KSQ
853,086980,KR7086980000,쇼박스,KOSDAQ,중견기업부,3700,2,-45,-1.2,3685,3740,3640,310990,1144860125,231760600000,62638000,KSQ
854,040300,KR7040300006,YTN,KOSDAQ,우량기업부,5500,2,-30,-0.54,5520,5550,5470,105627,582351870,231000000000,42000000,KSQ
855,452400,KR7452400005,이닉스,KOSDAQ,벤처기업부,25450,2,-1450,-5.39,26900,27250,25300,273796,7074525600,230867842600,9071428,KSQ
856,045390,KR7045390002,대아티아이,KOSDAQ,우량기업부,3275,2,-60,-1.8,3330,3340,3220,428444,1413203460,230800309675,70473377,KSQ
857,150840,KR7150840007,인트로메딕,KOSDAQ,관리종목(소속부없음),5850,0,0,0.0,0,0,0,0,0,230717208150,39438839,KSQ
858,011280,KR7011280005,태림포장,KOSPI,,3250,1,305,10.36,3045,3725,2975,10384593,35741987240,230119305000,70805940,STK
859,006840,KR7006840003,AK홀딩스,KOSPI,,17370,2,-540,-3.02,17860,17920,17300,10594,185731300,230110134570,13247561,STK
860,091580,KR7091580001,상신이디피,KOSDAQ,우량기업부,16870,1,620,3.82,16300,17150,16250,185526,3108332990,229908054530,13628219,KSQ
861,318020,KR7318020005,포인트모바일,KOSDAQ,관리종목(소속부없음),18100,0,0,0.0,0,0,0,0,0,229187123200,12662272,KSQ
862,418470,KR7418470001,밀리의서재,KOSDAQ,벤처기업부,27300,1,1750,6.85,26000,29300,25500,1645115,46136959550,229000289700,8388289,KSQ
863,171090,KR7171090004,선익시스템,KOSDAQ,중견기업부,24250,2,-800,-3.19,25100,25200,24150,45834,1125700500,228957951250,9441565,KSQ
864,161580,KR7161580006,필옵틱스,KOSDAQ,중견기업부,9820,1,10,0.1,9990,10020,9810,330330,3276250590,228723934260,23291643,KSQ
865,035510,KR7035510007,신세계 I&C,KOSPI,,13280,2,-310,-2.28,13590,13650,13270,37278,501654800,228416000000,17200000,STK
866,297090,KR7297090003,씨에스베어링,KOSDAQ,중견기업부,8360,2,-110,-1.3,8550,8550,8290,130970,1093981220,227977200000,27270000,KSQ
867,001130,KR7001130004,대한제분,KOSPI,,134700,2,-1100,-0.81,136100,136200,134700,278,37627200,227643000000,1690000,STK
868,122450,KR7122450000,KX,KOSDAQ,중견기업부,5020,1,20,0.4,4995,5060,4980,9515,47720060,227586539280,45335964,KSQ
869,002020,KR7002020006,코오롱,KOSPI,,18020,2,-190,-1.04,18210,18210,17940,14836,267460800,227528196520,12626426,STK
870,290670,KR7290670009,대보마그네틱,KOSDAQ,우량기업부,28950,1,350,1.22,28600,29100,27950,19576,559111300,227479257000,7857660,KSQ
871,229500,KR7229500004,노브메타파마,KONEX,일반기업부,20500,0,0,0.0,0,0,0,0,0,227354184000,11090448,KNX
872,003160,KR7003160009,디아이,KOSPI,,8020,1,860,12.01,7190,8190,7140,5424019,42510944470,226966000000,28300000,STK
873,264850,KR7264850009,이랜시스,KOSDAQ,중견기업부,7600,2,-380,-4.76,7740,8170,7430,5485886,42795506810,226863131200,29850412,KSQ
874,007160,KR7007160005,사조산업,KOSPI,,45200,1,1500,3.43,44000,46200,43900,27685,1258493500,226000000000,5000000,STK
875,085670,KR7085670008,뉴프렉스,KOSDAQ,중견기업부,9240,2,-220,-2.33,9370,9440,9150,766670,7076838030,225925031640,24450761,KSQ
876,011785,KR7011781002,금호석유우,KOSPI,,74600,2,-400,-0.53,74800,75400,72400,41213,3059964300,225552055600,3023486,STK
877,214430,KR7214430001,아이쓰리시스템,KOSDAQ,우량기업부,31700,1,350,1.12,31350,32100,30950,14138,447268750,225284292000,7106760,KSQ
878,008060,KR7008060006,대덕,KOSPI,,6640,2,-40,-0.6,6680,6680,6620,12841,85327590,225030596000,33890150,STK
879,144960,KR7144960002,뉴파워프라즈마,KOSDAQ,우량기업부,5150,1,60,1.18,5090,5210,5070,48051,246386310,225017013600,43692624,KSQ
880,004710,KR7004710000,한솔테크닉스,KOSPI,,7000,1,70,1.01,6940,7060,6870,58287,406424500,224769146000,32109878,STK
881,053300,KR7053300000,한국정보인증,KOSDAQ,우량기업부,5380,1,10,0.19,5390,5440,5330,67941,365390370,224756660780,41776331,KSQ
882,036800,KR7036800001,나이스정보통신,KOSDAQ,우량기업부,22400,2,-150,-0.67,22400,22550,22150,4048,90298800,224000000000,10000000,KSQ
883,065510,KR7065510000,휴비츠,KOSDAQ,우량기업부,18450,2,-270,-1.44,18620,18970,18450,78645,1466266300,223916044950,12136371,KSQ
884,370090,KR7370090003,퓨런티어,KOSDAQ,기술성장기업부,27350,2,-200,-0.73,27650,27650,27100,21810,596099700,223773050500,8181830,KSQ
885,472850,KR7472850007,폰드그룹,KOSDAQ,중견기업부,6910,2,-130,-1.85,7040,7170,6860,305320,2130633590,223496577030,32343933,KSQ
886,003200,KR7003200003,일신방직,KOSPI,,9590,1,10,0.1,9580,9660,9400,43425,412987470,223255200000,23280000,STK
887,220260,KR7220260004,켐트로스,KOSDAQ,벤처기업부,8390,1,600,7.7,7720,9040,7600,10014514,85534546060,222824195730,26558307,KSQ
888,402490,KR7402490007,그린리소스,KOSDAQ,기술성장기업부,27200,2,-350,-1.27,27700,28050,27150,182102,5017853700,222603276800,8183944,KSQ
889,001250,KR7001250000,GS글로벌,KOSPI,,2695,3,0,0.0,2710,2770,2685,729819,1987478285,222428493980,82533764,STK
890,033230,KR7033230004,인성정보,KOSDAQ,중견기업부,5660,1,160,2.91,5750,6060,5530,35463765,205356079050,221959050800,39215380,KSQ
891,092070,KR7092070002,디엔에프,KOSDAQ,우량기업부,19090,2,-210,-1.09,19300,19520,19030,48039,922518930,220906769220,11571858,KSQ
892,095570,KR7095570008,AJ네트웍스,KOSPI,,4880,2,-90,-1.81,5010,5010,4870,55829,273924220,220833463920,45252759,STK
893,025000,KR7025000001,KPX케미칼,KOSPI,,45600,1,200,0.44,45400,45650,45400,7624,347340750,220704000000,4840000,STK
894,104460,KR7104460001,디와이피엔에프,KOSDAQ,우량기업부,20550,2,-450,-2.14,21000,21050,20550,28595,592743350,220164993750,10713625,KSQ
895,030210,KR7030210009,다올투자증권,KOSPI,,3610,2,-55,-1.5,3665,3680,3590,50415,182323180,219889092660,60911106,STK
896,046440,KR7046440004,KG모빌리언스,KOSDAQ,우량기업부,5660,1,10,0.18,5670,5710,5630,50506,286265140,219752714880,38825568,KSQ
897,063570,KR7063570006,한국전자금융,KOSDAQ,우량기업부,6420,2,-80,-1.23,6550,6550,6360,40015,257782240,219228413760,34147728,KSQ
898,315640,KR7315640003,딥노이드,KOSDAQ,기술성장기업부,19640,2,-220,-1.11,20150,20450,19620,152593,3051470520,219126111760,11157134,KSQ
899,067000,KR7067000000,조이시티,KOSDAQ,우량기업부,3130,1,65,2.12,3080,3140,3045,369888,1145454150,218670229090,69862693,KSQ
900,036890,KR7036890002,진성티이씨,KOSDAQ,우량기업부,9720,2,-30,-0.31,9730,9800,9670,45950,446081290,218527644960,22482268,KSQ
901,042370,KR7042370007,비츠로테크,KOSDAQ,우량기업부,8330,2,-180,-2.12,8480,8530,8310,340907,2856956310,218246208250,26200025,KSQ
902,092730,KR7092730001,네오팜,KOSDAQ,우량기업부,26550,2,-250,-0.93,26550,26850,26500,13218,350956250,217905434550,8207361,KSQ
903,300080,KR7300080009,플리토,KOSDAQ,기술성장기업부,39550,1,450,1.15,40000,40500,37700,366811,14402822800,217590336600,5501652,KSQ
904,073490,KR7073490005,이노와이어리스,KOSDAQ,우량기업부,28500,2,-650,-2.23,29600,29600,28400,45443,1304514150,216709611000,7603846,KSQ
905,109070,KR7109070003,주성코퍼레이션,KOSPI,,4100,0,0,0.0,0,0,0,0,0,216521943000,52810230,STK
906,143160,KR7143160000,아이디스,KOSDAQ,우량기업부,20200,2,-50,-0.25,20450,20450,20100,18038,364374300,216471078000,10716390,KSQ
907,090710,KR7090710005,휴림로봇,KOSDAQ,투자주의환기종목(소속부없음),1220,0,0,0.0,0,0,0,0,0,215922597920,176985736,KSQ
908,000140,KR7000140004,하이트진로홀딩스,KOSPI,,9260,1,80,0.87,9250,9330,9180,12460,115481580,214894643900,23206765,STK
909,078150,KR7078150000,HB테크놀러지,KOSDAQ,우량기업부,2310,2,-50,-2.12,2360,2365,2290,1244904,2890900765,214173765960,92715916,KSQ
910,377190,KR7377190004,디앤디플랫폼리츠,KOSPI,,3325,1,15,0.45,3330,3335,3310,13588,45102855,214130000000,64400000,STK
911,083930,KR7083930008,아바코,KOSDAQ,우량기업부,13890,1,20,0.14,13750,14100,13700,20228,282261360,214083764220,15412798,KSQ
912,090350,KR7090350000,노루페인트,KOSPI,,10690,2,-70,-0.65,10770,10810,10480,463471,4921884130,213800000000,20000000,STK
913,206560,KR7206560005,덱스터,KOSDAQ,기술성장기업부,8400,2,-60,-0.71,8460,8500,8300,40824,341879090,213458582400,25411736,KSQ
914,267850,KR7267850006,아시아나IDT,KOSPI,,19200,1,50,0.26,19100,19460,19030,123920,2387725510,213120000000,11100000,STK
915,067280,KR7067280008,멀티캠퍼스,KOSDAQ,우량기업부,35700,2,-100,-0.28,36000,36000,35400,1209,43213450,211586010300,5926779,KSQ
916,109610,KR7109610006,에스와이,KOSDAQ,벤처기업부,4325,2,-75,-1.7,4390,4410,4310,408101,1775636910,211524505000,48907400,KSQ
917,044450,KR7044450005,KSS해운,KOSPI,,9140,2,-10,-0.11,9180,9180,8990,45949,417491990,211004943200,23085880,STK
918,060590,KR7060590007,씨티씨바이오,KOSDAQ,중견기업부,8720,1,70,0.81,8650,8730,8600,12563,108942410,210858494400,24181020,KSQ
919,015860,KR7015860000,일진홀딩스,KOSPI,,4270,1,80,1.91,4205,4290,4165,339365,1442232885,210713752410,49347483,STK
920,000155,KR7000151001,두산우,KOSPI,,52700,2,-200,-0.38,52900,53200,52200,6202,326456400,210613547400,3996462,STK
921,045970,KR7045970001,코아시아,KOSDAQ,중견기업부,8000,2,-330,-3.96,8380,8380,8000,535425,4351439750,210519008000,26314876,KSQ
922,950170,KR8392080006,JTC,KOSDAQ,관리종목(소속부없음),4185,1,40,0.97,4185,4250,4135,35408,147984235,210457887255,50288623,KSQ
923,404990,KR7404990004,신한서부티엔디리츠,KOSPI,,3760,1,5,0.13,3780,3780,3745,6848,25700790,210394123840,55955884,STK
924,038110,KR7038110003,에코플라스틱,KOSDAQ,우량기업부,5110,2,-150,-2.85,5240,5260,5090,470614,2433869760,210375480700,41169370,KSQ
925,081000,KR7081000002,일진다이아,KOSPI,,14760,1,60,0.41,14730,14790,14620,7921,116564030,209635911000,14202975,STK
926,168360,KR7168360006,펨트론,KOSDAQ,벤처기업부,9840,1,30,0.31,9840,10040,9630,229083,2260166480,209476714560,21288284,KSQ
927,063170,KR7063170005,서울옥션,KOSDAQ,우량기업부,11780,2,-50,-0.42,12020,12430,11700,200970,2425853380,209380865260,17774267,KSQ
928,080580,KR7080580004,오킨스전자,KOSDAQ,우량기업부,11840,2,-410,-3.35,12300,12320,11820,342913,4099110160,209322888320,17679298,KSQ
929,004980,KR7004980009,성신양회,KOSPI,,8530,2,-90,-1.04,8610,8610,8510,22354,191039600,209122102690,24516073,STK
930,365590,KR7365590009,하이딥,KOSDAQ,기술성장기업부,1457,1,13,0.9,1444,1500,1440,121464,178312224,209114345612,143523916,KSQ
931,445180,KR7445180003,퓨릿,KOSDAQ,중견기업부,12460,1,200,1.63,12300,12650,12260,264059,3301126060,208944082480,16769188,KSQ
932,011000,KR7011000007,진원생명과학,KOSPI,,2660,1,25,0.95,2630,2675,2615,160520,425795870,208740353220,78473817,STK
933,452190,KR7452190002,한빛레이저,KOSDAQ,벤처기업부,9500,2,-450,-4.52,9960,9960,9500,515480,4978129680,208605636000,21958488,KSQ
934,179290,KR7179290002,엠아이텍,KOSDAQ,우량기업부,6450,2,-20,-0.31,6410,6500,6390,37353,240096180,208307123100,32295678,KSQ
935,174900,KR7174900001,앱클론,KOSDAQ,기술성장기업부,13400,1,30,0.22,13430,13670,13300,26295,352882810,208107025000,15530375,KSQ
936,011330,KR7011330008,유니켐,KOSPI,,2150,1,10,0.47,2135,2160,2105,318693,677100205,207953166450,96722403,STK
937,088390,KR7088390000,이녹스,KOSDAQ,우량기업부,22150,2,-50,-0.23,22200,22300,21900,13182,291195650,207896444600,9385844,KSQ
938,039570,KR7039570007,HDC랩스,KOSPI,,8000,1,70,0.88,7880,8020,7850,10422,82865720,207660808000,25957601,STK
939,339770,KR7339770000,교촌에프앤비,KOSPI,,8310,1,160,1.96,8150,8380,8140,40405,336051030,207604907400,24982540,STK
940,143240,KR7143240000,사람인,KOSDAQ,우량기업부,17760,1,40,0.23,17770,17770,17550,6007,106391060,207494750880,11683263,KSQ
941,450140,KR7450140009,코오롱모빌리티그룹,KOSPI,,3305,1,25,0.76,3280,3335,3225,357559,1174333905,207478811250,62777250,STK
942,003555,KR7003551009,LG우,KOSPI,,68600,2,-1400,-2.0,70200,70300,68200,18324,1265647500,207283132000,3021620,STK
943,053690,KR7053690004,한미글로벌,KOSPI,,18910,3,0,0.0,18900,19230,18600,62879,1184514910,207207270500,10957550,STK
944,294570,KR7294570007,쿠콘,KOSDAQ,벤처기업부,20200,2,-150,-0.74,20200,20400,20000,17627,355380700,207144637000,10254685,KSQ
945,234340,KR7234340008,헥토파이낸셜,KOSDAQ,우량기업부,21900,2,-100,-0.45,22500,23400,21900,97985,2215686200,207020700000,9453000,KSQ
946,321820,KR7321820003,와이더플래닛,KOSDAQ,기술성장기업부,15480,2,-520,-3.25,16000,16060,15300,301440,4682321560,206912800800,13366460,KSQ
947,057880,KR7057880007,피에이치씨,KOSDAQ,관리종목(소속부없음),1740,0,0,0.0,0,0,0,0,0,206724832500,118807375,KSQ
948,432430,KR7432430007,와이랩,KOSDAQ,기술성장기업부,12900,4,2970,29.91,10300,12900,10240,5594896,65449837830,206591178000,16014820,KSQ
949,192440,KR7192440006,슈피겐코리아,KOSDAQ,우량기업부,33150,2,-50,-0.15,33350,33450,32750,4811,159021850,206072433450,6216363,KSQ
950,027970,KR7027970003,한국제지,KOSPI,,1082,1,9,0.84,1072,1087,1072,4555,4910828,205772852434,190178237,STK
951,418420,KR7418420006,라온텍,KOSDAQ,기술성장기업부,6940,2,-270,-3.74,7210,7210,6770,363276,2519898630,205053112520,29546558,KSQ
952,234080,KR7234080000,JW생명과학,KOSPI,,12930,2,-20,-0.15,13000,13060,12880,10002,129407960,204740783220,15834554,STK
